firstName,middleName,lastName,DOB,gender,guardianName,guardianPhone,guardianAddress,guardianEmail,guardianRelationship,classId,sectionId,sectionName,academicYearId,admissionDate,nationality,createParentPortal
Yasmin,Khalif,Abdullahi,2017-01-13,Female,Omar Abdullahi,+252610000213,House 0213 Hamar Weyne District Mogadishu,guardian0213@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Hassan,Abdullahi,2016-02-14,Male,Ifrah Abdullahi,+252610000214,House 0214 Yaqshid District Mogadishu,guardian0214@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Ismail,Abdullahi,2017-03-15,Female,Said Abdullahi,+252610000215,House 0215 Karaan District Mogadishu,guardian0215@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mahad,Abdullahi,2016-04-16,Male,Sahra Abdullahi,+252610000216,House 0216 Wadajir District Mogadishu,guardian0216@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Abshir,Abdullahi,2017-05-17,Female,Ismail Abdullahi,+252610000217,House 0217 Dharkenley District Mogadishu,guardian0217@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Aden,Abdullahi,2016-06-18,Male,Sumaya Abdullahi,+252610000218,House 0218 Shangani District Mogadishu,guardian0218@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Ahmed,Abdullahi,2017-07-19,Female,Samatar Abdullahi,+252610000219,House 0219 Bondhere District Mogadishu,guardian0219@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Warsame,Abdullahi,2016-08-20,Male,Maryan Abdullahi,+252610000220,House 0220 Daynile District Mogadishu,guardian0220@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Asha,Daud,Abdullahi,2017-09-21,Female,Osman Abdullahi,+252610000221,House 0221 Hodan District Mogadishu,guardian0221@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdullahi,Guled,Abdullahi,2016-10-22,Male,Muna Abdullahi,+252610000222,House 0222 Waberi District Mogadishu,guardian0222@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Khadija,Yusuf,Abdullahi,2017-11-23,Female,Mohamed Abdullahi,+252610000223,House 0223 Hamar Weyne District Mogadishu,guardian0223@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Bashir,Jama,Abdullahi,2016-12-24,Male,Asha Abdullahi,+252610000224,House 0224 Yaqshid District Mogadishu,guardian0224@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hibo,Said,Abdullahi,2017-01-25,Female,Farah Abdullahi,+252610000225,House 0225 Karaan District Mogadishu,guardian0225@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mahad,Shire,Abdullahi,2016-02-26,Male,Amal Abdullahi,+252610000226,House 0226 Wadajir District Mogadishu,guardian0226@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Rahma,Abdi,Abdullahi,2017-03-27,Female,Yusuf Abdullahi,+252610000227,House 0227 Dharkenley District Mogadishu,guardian0227@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Adan,Nur,Abdullahi,2016-04-28,Male,Nasteho Abdullahi,+252610000228,House 0228 Shangani District Mogadishu,guardian0228@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ifrah,Adan,Abdullahi,2017-05-01,Female,Bashir Abdullahi,+252610000229,House 0229 Bondhere District Mogadishu,guardian0229@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Farah,Liban,Abdullahi,2016-06-02,Male,Khadija Abdullahi,+252610000230,House 0230 Daynile District Mogadishu,guardian0230@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sumaya,Ali,Abdullahi,2017-07-03,Female,Hassan Abdullahi,+252610000231,House 0231 Hodan District Mogadishu,guardian0231@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Jama,Ibrahim,Abdullahi,2016-08-04,Male,Rahma Abdullahi,+252610000232,House 0232 Waberi District Mogadishu,guardian0232@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Muna,Abdullahi,Abdullahi,2017-09-05,Female,Warsame Abdullahi,+252610000233,House 0233 Hamar Weyne District Mogadishu,guardian0233@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Osman,Samatar,Abdullahi,2016-10-06,Male,Hawa Abdullahi,+252610000234,House 0234 Yaqshid District Mogadishu,guardian0234@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ruqiya,Elmi,Abdullahi,2017-11-07,Female,Ibrahim Abdullahi,+252610000235,House 0235 Karaan District Mogadishu,guardian0235@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Said,Mohamed,Abdullahi,2016-12-08,Male,Hibo Abdullahi,+252610000236,House 0236 Wadajir District Mogadishu,guardian0236@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Luul,Farah,Abdullahi,2017-01-09,Female,Daud Abdullahi,+252610000237,House 0237 Dharkenley District Mogadishu,guardian0237@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Muse,Muse,Abdullahi,2016-02-10,Male,Fadumo Abdullahi,+252610000238,House 0238 Shangani District Mogadishu,guardian0238@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amal,Roble,Abdullahi,2017-03-11,Female,Mahad Abdullahi,+252610000239,House 0239 Bondhere District Mogadishu,guardian0239@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Warsame,Omar,Abdullahi,2016-04-12,Male,Luul Abdullahi,+252610000240,House 0240 Daynile District Mogadishu,guardian0240@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Osman,Hassan,2017-05-13,Female,Abdullahi Hassan,+252610000241,House 0241 Hodan District Mogadishu,guardian0241@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Bashir,Hassan,2016-06-14,Male,Halima Hassan,+252610000242,House 0242 Waberi District Mogadishu,guardian0242@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Khalif,Hassan,2017-07-15,Female,Jama Hassan,+252610000243,House 0243 Hamar Weyne District Mogadishu,guardian0243@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Hassan,Hassan,2016-08-16,Male,Ruqiya Hassan,+252610000244,House 0244 Yaqshid District Mogadishu,guardian0244@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Ismail,Hassan,2017-09-17,Female,Ahmed Hassan,+252610000245,House 0245 Karaan District Mogadishu,guardian0245@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Hassan,2016-10-18,Male,Deqa Hassan,+252610000246,House 0246 Wadajir District Mogadishu,guardian0246@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Abshir,Hassan,2017-11-19,Female,Adan Hassan,+252610000247,House 0247 Dharkenley District Mogadishu,guardian0247@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Aden,Hassan,2016-12-20,Male,Ikram Hassan,+252610000248,House 0248 Shangani District Mogadishu,guardian0248@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Ahmed,Hassan,2017-01-21,Female,Ali Hassan,+252610000249,House 0249 Bondhere District Mogadishu,guardian0249@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Warsame,Hassan,2016-02-22,Male,Yasmin Hassan,+252610000250,House 0250 Daynile District Mogadishu,guardian0250@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Daud,Hassan,2017-03-23,Female,Muse Hassan,+252610000251,House 0251 Hodan District Mogadishu,guardian0251@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Guled,Hassan,2016-04-24,Male,Khadra Hassan,+252610000252,House 0252 Waberi District Mogadishu,guardian0252@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Yusuf,Hassan,2017-05-25,Female,Omar Hassan,+252610000253,House 0253 Hamar Weyne District Mogadishu,guardian0253@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Jama,Hassan,2016-06-26,Male,Ifrah Hassan,+252610000254,House 0254 Yaqshid District Mogadishu,guardian0254@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Said,Hassan,2017-07-27,Female,Said Hassan,+252610000255,House 0255 Karaan District Mogadishu,guardian0255@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Shire,Hassan,2016-08-28,Male,Sahra Hassan,+252610000256,House 0256 Wadajir District Mogadishu,guardian0256@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Abdi,Hassan,2017-09-01,Female,Ismail Hassan,+252610000257,House 0257 Dharkenley District Mogadishu,guardian0257@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Nur,Hassan,2016-10-02,Male,Sumaya Hassan,+252610000258,House 0258 Shangani District Mogadishu,guardian0258@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Adan,Hassan,2017-11-03,Female,Samatar Hassan,+252610000259,House 0259 Bondhere District Mogadishu,guardian0259@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Liban,Hassan,2016-12-04,Male,Maryan Hassan,+252610000260,House 0260 Daynile District Mogadishu,guardian0260@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Asha,Ali,Hassan,2017-01-05,Female,Osman Hassan,+252610000261,House 0261 Hodan District Mogadishu,guardian0261@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdullahi,Ibrahim,Hassan,2016-02-06,Male,Muna Hassan,+252610000262,House 0262 Waberi District Mogadishu,guardian0262@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Khadija,Abdullahi,Hassan,2017-03-07,Female,Mohamed Hassan,+252610000263,House 0263 Hamar Weyne District Mogadishu,guardian0263@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Bashir,Samatar,Hassan,2016-04-08,Male,Asha Hassan,+252610000264,House 0264 Yaqshid District Mogadishu,guardian0264@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hibo,Elmi,Hassan,2017-05-09,Female,Farah Hassan,+252610000265,House 0265 Karaan District Mogadishu,guardian0265@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mahad,Mohamed,Hassan,2016-06-10,Male,Amal Hassan,+252610000266,House 0266 Wadajir District Mogadishu,guardian0266@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Rahma,Farah,Hassan,2017-07-11,Female,Yusuf Hassan,+252610000267,House 0267 Dharkenley District Mogadishu,guardian0267@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Adan,Muse,Hassan,2016-08-12,Male,Nasteho Hassan,+252610000268,House 0268 Shangani District Mogadishu,guardian0268@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ifrah,Roble,Hassan,2017-09-13,Female,Bashir Hassan,+252610000269,House 0269 Bondhere District Mogadishu,guardian0269@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Farah,Omar,Hassan,2016-10-14,Male,Khadija Hassan,+252610000270,House 0270 Daynile District Mogadishu,guardian0270@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sumaya,Osman,Hassan,2017-11-15,Female,Hassan Hassan,+252610000271,House 0271 Hodan District Mogadishu,guardian0271@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Jama,Bashir,Hassan,2016-12-16,Male,Rahma Hassan,+252610000272,House 0272 Waberi District Mogadishu,guardian0272@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Muna,Khalif,Hassan,2017-01-17,Female,Warsame Hassan,+252610000273,House 0273 Hamar Weyne District Mogadishu,guardian0273@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Osman,Hassan,Hassan,2016-02-18,Male,Hawa Hassan,+252610000274,House 0274 Yaqshid District Mogadishu,guardian0274@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ruqiya,Ismail,Hassan,2017-03-19,Female,Ibrahim Hassan,+252610000275,House 0275 Karaan District Mogadishu,guardian0275@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Said,Mahad,Hassan,2016-04-20,Male,Hibo Hassan,+252610000276,House 0276 Wadajir District Mogadishu,guardian0276@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Luul,Abshir,Hassan,2017-05-21,Female,Daud Hassan,+252610000277,House 0277 Dharkenley District Mogadishu,guardian0277@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Muse,Aden,Hassan,2016-06-22,Male,Fadumo Hassan,+252610000278,House 0278 Shangani District Mogadishu,guardian0278@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amal,Ahmed,Hassan,2017-07-23,Female,Mahad Hassan,+252610000279,House 0279 Bondhere District Mogadishu,guardian0279@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Warsame,Warsame,Hassan,2016-08-24,Male,Luul Hassan,+252610000280,House 0280 Daynile District Mogadishu,guardian0280@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Daud,Mohamed,2017-09-25,Female,Abdullahi Mohamed,+252610000281,House 0281 Hodan District Mogadishu,guardian0281@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Guled,Mohamed,2016-10-26,Male,Halima Mohamed,+252610000282,House 0282 Waberi District Mogadishu,guardian0282@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Yusuf,Mohamed,2017-11-27,Female,Jama Mohamed,+252610000283,House 0283 Hamar Weyne District Mogadishu,guardian0283@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Jama,Mohamed,2016-12-28,Male,Ruqiya Mohamed,+252610000284,House 0284 Yaqshid District Mogadishu,guardian0284@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Said,Mohamed,2017-01-01,Female,Ahmed Mohamed,+252610000285,House 0285 Karaan District Mogadishu,guardian0285@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Shire,Mohamed,2016-02-02,Male,Deqa Mohamed,+252610000286,House 0286 Wadajir District Mogadishu,guardian0286@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Abdi,Mohamed,2017-03-03,Female,Adan Mohamed,+252610000287,House 0287 Dharkenley District Mogadishu,guardian0287@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Nur,Mohamed,2016-04-04,Male,Ikram Mohamed,+252610000288,House 0288 Shangani District Mogadishu,guardian0288@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Adan,Mohamed,2017-05-05,Female,Ali Mohamed,+252610000289,House 0289 Bondhere District Mogadishu,guardian0289@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Liban,Mohamed,2016-06-06,Male,Yasmin Mohamed,+252610000290,House 0290 Daynile District Mogadishu,guardian0290@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Ali,Mohamed,2017-07-07,Female,Muse Mohamed,+252610000291,House 0291 Hodan District Mogadishu,guardian0291@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Ibrahim,Mohamed,2016-08-08,Male,Khadra Mohamed,+252610000292,House 0292 Waberi District Mogadishu,guardian0292@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Abdullahi,Mohamed,2017-09-09,Female,Omar Mohamed,+252610000293,House 0293 Hamar Weyne District Mogadishu,guardian0293@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Samatar,Mohamed,2016-10-10,Male,Ifrah Mohamed,+252610000294,House 0294 Yaqshid District Mogadishu,guardian0294@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Elmi,Mohamed,2017-11-11,Female,Said Mohamed,+252610000295,House 0295 Karaan District Mogadishu,guardian0295@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Mohamed,2016-12-12,Male,Sahra Mohamed,+252610000296,House 0296 Wadajir District Mogadishu,guardian0296@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Farah,Mohamed,2017-01-13,Female,Ismail Mohamed,+252610000297,House 0297 Dharkenley District Mogadishu,guardian0297@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Muse,Mohamed,2016-02-14,Male,Sumaya Mohamed,+252610000298,House 0298 Shangani District Mogadishu,guardian0298@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Roble,Mohamed,2017-03-15,Female,Samatar Mohamed,+252610000299,House 0299 Bondhere District Mogadishu,guardian0299@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Omar,Mohamed,2016-04-16,Male,Maryan Mohamed,+252610000300,House 0300 Daynile District Mogadishu,guardian0300@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Asha,Osman,Mohamed,2017-05-17,Female,Osman Mohamed,+252610000301,House 0301 Hodan District Mogadishu,guardian0301@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdullahi,Bashir,Mohamed,2016-06-18,Male,Muna Mohamed,+252610000302,House 0302 Waberi District Mogadishu,guardian0302@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Khadija,Khalif,Mohamed,2017-07-19,Female,Mohamed Mohamed,+252610000303,House 0303 Hamar Weyne District Mogadishu,guardian0303@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Bashir,Hassan,Mohamed,2016-08-20,Male,Asha Mohamed,+252610000304,House 0304 Yaqshid District Mogadishu,guardian0304@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hibo,Ismail,Mohamed,2017-09-21,Female,Farah Mohamed,+252610000305,House 0305 Karaan District Mogadishu,guardian0305@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mahad,Mahad,Mohamed,2016-10-22,Male,Amal Mohamed,+252610000306,House 0306 Wadajir District Mogadishu,guardian0306@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Rahma,Abshir,Mohamed,2017-11-23,Female,Yusuf Mohamed,+252610000307,House 0307 Dharkenley District Mogadishu,guardian0307@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Adan,Aden,Mohamed,2016-12-24,Male,Nasteho Mohamed,+252610000308,House 0308 Shangani District Mogadishu,guardian0308@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ifrah,Ahmed,Mohamed,2017-01-25,Female,Bashir Mohamed,+252610000309,House 0309 Bondhere District Mogadishu,guardian0309@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Farah,Warsame,Mohamed,2016-02-26,Male,Khadija Mohamed,+252610000310,House 0310 Daynile District Mogadishu,guardian0310@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sumaya,Daud,Mohamed,2017-03-27,Female,Hassan Mohamed,+252610000311,House 0311 Hodan District Mogadishu,guardian0311@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Jama,Guled,Mohamed,2016-04-28,Male,Rahma Mohamed,+252610000312,House 0312 Waberi District Mogadishu,guardian0312@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Muna,Yusuf,Mohamed,2017-05-01,Female,Warsame Mohamed,+252610000313,House 0313 Hamar Weyne District Mogadishu,guardian0313@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Osman,Jama,Mohamed,2016-06-02,Male,Hawa Mohamed,+252610000314,House 0314 Yaqshid District Mogadishu,guardian0314@example.com,Father,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ruqiya,Said,Mohamed,2017-07-03,Female,Ibrahim Mohamed,+252610000315,House 0315 Karaan District Mogadishu,guardian0315@example.com,Mother,6a76266063e146a4e41f686e,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
