firstName,middleName,lastName,DOB,gender,guardianName,guardianPhone,guardianAddress,guardianEmail,guardianRelationship,classId,sectionId,sectionName,academicYearId,admissionDate,nationality,createParentPortal
Halima,Osman,Abdullahi,2016-11-11,Female,Hassan Abdullahi,+252610000011,House 011 Hodan District Mogadishu,guardian011@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Warsame,Abdullahi,2016-12-12,Male,Nasteho Abdullahi,+252610000012,House 012 Hodan District Mogadishu,guardian012@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Adan,Abdullahi,2016-01-13,Female,Ahmed Abdullahi,+252610000013,House 013 Hodan District Mogadishu,guardian013@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Muse,Abdullahi,2016-02-14,Male,Halima Abdullahi,+252610000014,House 014 Hodan District Mogadishu,guardian014@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Abdi,Abdullahi,2016-03-15,Female,Mahad Abdullahi,+252610000015,House 015 Hodan District Mogadishu,guardian015@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Abdullahi,2016-04-16,Male,Sahra Abdullahi,+252610000016,House 016 Hodan District Mogadishu,guardian016@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Ismail,Abdullahi,2016-05-17,Female,Omar Abdullahi,+252610000017,House 017 Hodan District Mogadishu,guardian017@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Jama,Abdullahi,2016-06-18,Male,Yasmin Abdullahi,+252610000018,House 018 Hodan District Mogadishu,guardian018@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Abdullahi,Abdullahi,2016-07-19,Female,Yusuf Abdullahi,+252610000019,House 019 Hodan District Mogadishu,guardian019@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Bashir,Abdullahi,2016-08-20,Male,Asha Abdullahi,+252610000020,House 020 Hodan District Mogadishu,guardian020@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Ali,Hassan,2016-09-21,Female,Abdullahi Hassan,+252610000021,House 021 Hodan District Mogadishu,guardian021@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Omar,Hassan,2016-10-22,Male,Fadumo Hassan,+252610000022,House 022 Hodan District Mogadishu,guardian022@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Ahmed,Hassan,2016-11-23,Female,Ibrahim Hassan,+252610000023,House 023 Hodan District Mogadishu,guardian023@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Nur,Hassan,2016-12-24,Male,Khadra Hassan,+252610000024,House 024 Hodan District Mogadishu,guardian024@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Farah,Hassan,2016-01-25,Female,Ali Hassan,+252610000025,House 025 Hodan District Mogadishu,guardian025@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Hassan,2016-02-26,Male,Deqa Hassan,+252610000026,House 026 Hodan District Mogadishu,guardian026@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Said,Hassan,2016-03-27,Female,Mohamed Hassan,+252610000027,House 027 Hodan District Mogadishu,guardian027@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Hassan,Hassan,2016-04-28,Male,Maryan Hassan,+252610000028,House 028 Hodan District Mogadishu,guardian028@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Yusuf,Hassan,2016-05-01,Female,Ismail Hassan,+252610000029,House 029 Hodan District Mogadishu,guardian029@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Ibrahim,Hassan,2016-06-02,Male,Hawa Hassan,+252610000030,House 030 Hodan District Mogadishu,guardian030@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Osman,Hassan,2016-07-03,Female,Hassan Hassan,+252610000031,House 031 Hodan District Mogadishu,guardian031@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Warsame,Hassan,2016-08-04,Male,Nasteho Hassan,+252610000032,House 032 Hodan District Mogadishu,guardian032@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Adan,Hassan,2016-09-05,Female,Ahmed Hassan,+252610000033,House 033 Hodan District Mogadishu,guardian033@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Muse,Hassan,2016-10-06,Male,Halima Hassan,+252610000034,House 034 Hodan District Mogadishu,guardian034@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Abdi,Hassan,2016-11-07,Female,Mahad Hassan,+252610000035,House 035 Hodan District Mogadishu,guardian035@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Hassan,2016-12-08,Male,Sahra Hassan,+252610000036,House 036 Hodan District Mogadishu,guardian036@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Ismail,Hassan,2016-01-09,Female,Omar Hassan,+252610000037,House 037 Hodan District Mogadishu,guardian037@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Jama,Hassan,2016-02-10,Male,Yasmin Hassan,+252610000038,House 038 Hodan District Mogadishu,guardian038@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Abdullahi,Hassan,2016-03-11,Female,Yusuf Hassan,+252610000039,House 039 Hodan District Mogadishu,guardian039@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Bashir,Hassan,2016-04-12,Male,Asha Hassan,+252610000040,House 040 Hodan District Mogadishu,guardian040@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Ali,Mohamed,2016-05-13,Female,Abdullahi Mohamed,+252610000041,House 041 Hodan District Mogadishu,guardian041@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Omar,Mohamed,2016-06-14,Male,Fadumo Mohamed,+252610000042,House 042 Hodan District Mogadishu,guardian042@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Ahmed,Mohamed,2016-07-15,Female,Ibrahim Mohamed,+252610000043,House 043 Hodan District Mogadishu,guardian043@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Nur,Mohamed,2016-08-16,Male,Khadra Mohamed,+252610000044,House 044 Hodan District Mogadishu,guardian044@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Farah,Mohamed,2016-09-17,Female,Ali Mohamed,+252610000045,House 045 Hodan District Mogadishu,guardian045@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Mohamed,2016-10-18,Male,Deqa Mohamed,+252610000046,House 046 Hodan District Mogadishu,guardian046@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Said,Mohamed,2016-11-19,Female,Mohamed Mohamed,+252610000047,House 047 Hodan District Mogadishu,guardian047@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Hassan,Mohamed,2016-12-20,Male,Maryan Mohamed,+252610000048,House 048 Hodan District Mogadishu,guardian048@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Yusuf,Mohamed,2016-01-21,Female,Ismail Mohamed,+252610000049,House 049 Hodan District Mogadishu,guardian049@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Ibrahim,Mohamed,2016-02-22,Male,Hawa Mohamed,+252610000050,House 050 Hodan District Mogadishu,guardian050@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Osman,Mohamed,2016-03-23,Female,Hassan Mohamed,+252610000051,House 051 Hodan District Mogadishu,guardian051@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Warsame,Mohamed,2016-04-24,Male,Nasteho Mohamed,+252610000052,House 052 Hodan District Mogadishu,guardian052@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Adan,Mohamed,2016-05-25,Female,Ahmed Mohamed,+252610000053,House 053 Hodan District Mogadishu,guardian053@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Muse,Mohamed,2016-06-26,Male,Halima Mohamed,+252610000054,House 054 Hodan District Mogadishu,guardian054@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Abdi,Mohamed,2016-07-27,Female,Mahad Mohamed,+252610000055,House 055 Hodan District Mogadishu,guardian055@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Mohamed,2016-08-28,Male,Sahra Mohamed,+252610000056,House 056 Hodan District Mogadishu,guardian056@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Ismail,Mohamed,2016-09-01,Female,Omar Mohamed,+252610000057,House 057 Hodan District Mogadishu,guardian057@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Jama,Mohamed,2016-10-02,Male,Yasmin Mohamed,+252610000058,House 058 Hodan District Mogadishu,guardian058@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Abdullahi,Mohamed,2016-11-03,Female,Yusuf Mohamed,+252610000059,House 059 Hodan District Mogadishu,guardian059@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Bashir,Mohamed,2016-12-04,Male,Asha Mohamed,+252610000060,House 060 Hodan District Mogadishu,guardian060@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Ali,Yusuf,2016-01-05,Female,Abdullahi Yusuf,+252610000061,House 061 Hodan District Mogadishu,guardian061@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Omar,Yusuf,2016-02-06,Male,Fadumo Yusuf,+252610000062,House 062 Hodan District Mogadishu,guardian062@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Ahmed,Yusuf,2016-03-07,Female,Ibrahim Yusuf,+252610000063,House 063 Hodan District Mogadishu,guardian063@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Nur,Yusuf,2016-04-08,Male,Khadra Yusuf,+252610000064,House 064 Hodan District Mogadishu,guardian064@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Farah,Yusuf,2016-05-09,Female,Ali Yusuf,+252610000065,House 065 Hodan District Mogadishu,guardian065@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Yusuf,2016-06-10,Male,Deqa Yusuf,+252610000066,House 066 Hodan District Mogadishu,guardian066@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Said,Yusuf,2016-07-11,Female,Mohamed Yusuf,+252610000067,House 067 Hodan District Mogadishu,guardian067@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Hassan,Yusuf,2016-08-12,Male,Maryan Yusuf,+252610000068,House 068 Hodan District Mogadishu,guardian068@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Yusuf,Yusuf,2016-09-13,Female,Ismail Yusuf,+252610000069,House 069 Hodan District Mogadishu,guardian069@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Ibrahim,Yusuf,2016-10-14,Male,Hawa Yusuf,+252610000070,House 070 Hodan District Mogadishu,guardian070@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Osman,Yusuf,2016-11-15,Female,Hassan Yusuf,+252610000071,House 071 Hodan District Mogadishu,guardian071@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Warsame,Yusuf,2016-12-16,Male,Nasteho Yusuf,+252610000072,House 072 Hodan District Mogadishu,guardian072@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Adan,Yusuf,2016-01-17,Female,Ahmed Yusuf,+252610000073,House 073 Hodan District Mogadishu,guardian073@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Muse,Yusuf,2016-02-18,Male,Halima Yusuf,+252610000074,House 074 Hodan District Mogadishu,guardian074@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Abdi,Yusuf,2016-03-19,Female,Mahad Yusuf,+252610000075,House 075 Hodan District Mogadishu,guardian075@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Yusuf,2016-04-20,Male,Sahra Yusuf,+252610000076,House 076 Hodan District Mogadishu,guardian076@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Ismail,Yusuf,2016-05-21,Female,Omar Yusuf,+252610000077,House 077 Hodan District Mogadishu,guardian077@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Jama,Yusuf,2016-06-22,Male,Yasmin Yusuf,+252610000078,House 078 Hodan District Mogadishu,guardian078@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Abdullahi,Yusuf,2016-07-23,Female,Yusuf Yusuf,+252610000079,House 079 Hodan District Mogadishu,guardian079@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Bashir,Yusuf,2016-08-24,Male,Asha Yusuf,+252610000080,House 080 Hodan District Mogadishu,guardian080@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Ali,Ali,2016-09-25,Female,Abdullahi Ali,+252610000081,House 081 Hodan District Mogadishu,guardian081@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Omar,Ali,2016-10-26,Male,Fadumo Ali,+252610000082,House 082 Hodan District Mogadishu,guardian082@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Ahmed,Ali,2016-11-27,Female,Ibrahim Ali,+252610000083,House 083 Hodan District Mogadishu,guardian083@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Nur,Ali,2016-12-28,Male,Khadra Ali,+252610000084,House 084 Hodan District Mogadishu,guardian084@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Farah,Ali,2016-01-01,Female,Ali Ali,+252610000085,House 085 Hodan District Mogadishu,guardian085@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Ali,2016-02-02,Male,Deqa Ali,+252610000086,House 086 Hodan District Mogadishu,guardian086@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Said,Ali,2016-03-03,Female,Mohamed Ali,+252610000087,House 087 Hodan District Mogadishu,guardian087@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yusuf,Hassan,Ali,2016-04-04,Male,Maryan Ali,+252610000088,House 088 Hodan District Mogadishu,guardian088@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Maryan,Yusuf,Ali,2016-05-05,Female,Ismail Ali,+252610000089,House 089 Hodan District Mogadishu,guardian089@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hassan,Ibrahim,Ali,2016-06-06,Male,Hawa Ali,+252610000090,House 090 Hodan District Mogadishu,guardian090@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Halima,Osman,Ali,2016-07-07,Female,Hassan Ali,+252610000091,House 091 Hodan District Mogadishu,guardian091@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Omar,Warsame,Ali,2016-08-08,Male,Nasteho Ali,+252610000092,House 092 Hodan District Mogadishu,guardian092@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Yasmin,Adan,Ali,2016-09-09,Female,Ahmed Ali,+252610000093,House 093 Hodan District Mogadishu,guardian093@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ali,Muse,Ali,2016-10-10,Male,Halima Ali,+252610000094,House 094 Hodan District Mogadishu,guardian094@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ikram,Abdi,Ali,2016-11-11,Female,Mahad Ali,+252610000095,House 095 Hodan District Mogadishu,guardian095@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ismail,Mohamed,Ali,2016-12-12,Male,Sahra Ali,+252610000096,House 096 Hodan District Mogadishu,guardian096@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Nasteho,Ismail,Ali,2016-01-13,Female,Omar Ali,+252610000097,House 097 Hodan District Mogadishu,guardian097@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ibrahim,Jama,Ali,2016-02-14,Male,Yasmin Ali,+252610000098,House 098 Hodan District Mogadishu,guardian098@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Deqa,Abdullahi,Ali,2016-03-15,Female,Yusuf Ali,+252610000099,House 099 Hodan District Mogadishu,guardian099@example.com,Mother,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Zakariya,Bashir,Ali,2016-04-16,Male,Asha Ali,+252610000100,House 100 Hodan District Mogadishu,guardian100@example.com,Father,6a76266063e146a4e41f686e,6a76268163e146a4e41f6872,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Amina,Ali,Osman,2015-01-01,Female,Abdullahi Osman,+252610000101,House 101 Hodan District Mogadishu,guardian101@example.com,Mother,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Ahmed,Omar,Osman,2015-02-02,Male,Fadumo Osman,+252610000102,House 102 Hodan District Mogadishu,guardian102@example.com,Father,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Hodan,Ahmed,Osman,2015-03-03,Female,Ibrahim Osman,+252610000103,House 103 Hodan District Mogadishu,guardian103@example.com,Mother,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Mohamed,Nur,Osman,2015-04-04,Male,Khadra Osman,+252610000104,House 104 Hodan District Mogadishu,guardian104@example.com,Father,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Sahra,Farah,Osman,2015-05-05,Female,Ali Osman,+252610000105,House 105 Hodan District Mogadishu,guardian105@example.com,Mother,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Abdi,Mahad,Osman,2015-06-06,Male,Deqa Osman,+252610000106,House 106 Hodan District Mogadishu,guardian106@example.com,Father,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
Fadumo,Said,Osman,2015-07-07,Female,Mohamed Osman,+252610000107,House 107 Hodan District Mogadishu,guardian107@example.com,Mother,6a76266d63e146a4e41f6870,,,6a7621e463e146a4e41f6852,2026-08-07,Somali,false
